Subject Key,Subject Offered Summary Key,Master Subject Key,Composite Subject Key,Term Code,Master Course Number,Master Course Number Sort,Master Course Number Desc,Master Subject Id,Master Subject Id Sort,Course Number,Course Number Sort,Course Number Desc,Subject Id,Subject Id Sort,Subject Title,Section Id,Is Master Section,Is Lecture Section,Is Lab Section,Is Recitation Section,Is Design Section,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Meet Time,Meet Place,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Form Type,Form Type Desc,Subject Enrollment Number,Section Enrollment Number,Cluster Enrollment Number,Evaluate This Subject,Is Ose Subject,Is Created By Data Warehouse,Subject Grouping Key,Warehouse Load Date,Num Enrolled Students,Subject Summary Key,Is Repeatable Subject
21F3010001998FA,21F.3011998FA,21F3010001998FA,21F.3011998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.301,21F.301,21F,21F,Foreign Languages/Literatures,21F.301,21F.301,French I,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Levet, Sabine",900009114,,,,,,N,Not for graduate credit,,,16,16,,N,,N,86CD6495958D0327E0440003BACE90BC,5/8/01 0:00,16,21F.3011998FA,N
21F301R011998FA,21F.3011998FA,21F301R011998FA,21F.3011998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.301,21F.301,21F,21F,Foreign Languages/Literatures,21F.301,21F.301,French I,R01,N,N,N,Y,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,RF12 (BEGINS SEPT 4),20C-122,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495958D0327E0440003BACE90BC,5/8/01 0:00,0,21F.3011998FA,N
21F302L021998FA,21F.3021998FA,21F302L021998FA,21F.3021998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.302,21F.302,21F,21F,Foreign Languages/Literatures,21F.302,21F.302,French II,L02,N,Y,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,MT11,  1-150,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495958E0327E0440003BACE90BC,5/8/01 0:00,0,21F.3021998FA,N
21H1010001998FA,21H.1011998FA,21H1010001998FA,21H.1011998FA,1998FA,21H,21H,History,21H.101,21H.101,21H,21H,History,21H.101,21H.101,American History to 1865,0,Y,N,N,N,N,21H,History,"Hum, Arts & Social Sciences","Richardson, Heather",900024202,,,,,,N,Not for graduate credit,,,14,14,,N,,N,86CD649595A90327E0440003BACE90BC,5/8/01 0:00,14,21H.1011998FA,N
21F403R011998FA,21F.4031998FA,21F403R011998FA,21F.4031998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.403,21F.403,21F,21F,Foreign Languages/Literatures,21F.403,21F.403,German III,R01,N,N,N,Y,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,RF12  (BEGINS SEPT 4),14N-225,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595970327E0440003BACE90BC,5/8/01 0:00,0,21F.4031998FA,N
HAA41690001998FA,HAA.41691998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4169,HAA.4169,Animal Cell Growth Factors,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.41691998FA,N
HAA41910001998FA,HAA.41911998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4191,HAA.4191,FA 274K:Masculnty & Rep,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.41911998FA,N
HAA42160001998FA,HAA.42161998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4216,HAA.4216,Structural Trans in Hist,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.42161998FA,N
HAA42610001998FA,HAA.42611998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4261,HAA.4261,Hist 2782:Econ Hist Latin Amer,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.42611998FA,N
HAA42940001998FA,HAA.42941998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4294,HAA.4294,German A: Elementary Ger,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.42941998FA,Y
HAA72940001998FA,HAA.72941998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7294,HAA.7294,Functions: Real Variable,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.72941998FA,N
HAA72840001998FA,HAA.72841998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7284,HAA.7284,Repres of P-Adic Groups,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.72841998FA,N
HAA73280001998FA,HAA.73281998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7328,HAA.7328,Hist of Latin Amer 1914-1995,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.73281998FA,N
HAA73920001998FA,HAA.73921998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7392,HAA.7392,Internt'l Political Econ,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.73921998FA,N
HAA74070001998FA,HAA.74071998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7407,HAA.7407,Econ 2322:Postsocialist Trans,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.74071998FA,N
HAA74230001998FA,HAA.74231998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7423,HAA.7423,Stat 239:Adv Regression Analys,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,1,1,,N,,N,,5/8/01 0:00,1,HAA.74231998FA,N
HAA75340001998FA,HAA.75341998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7534,HAA.7534,Spanish 263:Latin Am Lit,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.75341998FA,N
HAA75380001998FA,HAA.75381998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7538,HAA.7538,Aristotle'S Syllogistic,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.75381998FA,N
HAA75550001998FA,HAA.75551998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7555,HAA.7555,Gov 10:Intro Poltcl Philosophy,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,HAA.75551998FA,N
HAA77100001998FA,HAA.77101998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7710,HAA.7710,Modal Counterpoint,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.77101998FA,N
HAA77520001998FA,HAA.77521998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7752,HAA.7752,Bio 118:Biological Oceanogrphy,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.77521998FA,N
HAA77620001998FA,HAA.77621998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7762,HAA.7762,20th C Post-Realist Novel,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.77621998FA,N
HAA78420001998FA,HAA.78421998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7842,HAA.7842,Hist 1218:End of Antiquity,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,1,1,,N,,N,,5/8/01 0:00,1,HAA.78421998FA,N
HAA79090001998FA,HAA.79091998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7909,HAA.7909,French 37:Les regions de Franc,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,HAA.79091998FA,N
HAA79500001998FA,HAA.79501998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7950,HAA.7950,WS 122: Gender &Psychoanalysis,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.79501998FA,N
HAA79890001998FA,HAA.79891998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.7989,HAA.7989,Hist 1211a:Byzantine 330-900,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.79891998FA,N
HAA80140001998FA,HAA.80141998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.8014,HAA.8014,Slavic A: Elem Russian,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,2,2,,N,,N,,5/8/01 0:00,2,HAA.80141998FA,N
HAA80500001998FA,HAA.80501998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.8050,HAA.8050,Physics 253a:Quantum Field,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,3,3,,N,,N,,5/8/01 0:00,3,HAA.80501998FA,N
HAA81100001998FA,HAA.81101998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.8110,HAA.8110,Econ 1420:Amer Economic Policy,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.81101998FA,N
HAA81270001998FA,HAA.81271998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.8127,HAA.8127,Mod Hebrew 130b:Advanced,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,1,1,,N,,N,,5/8/01 0:00,1,HAA.81271998FA,Y
HAA81460001998FA,HAA.81461998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.8146,HAA.8146,Italy Since 1796,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.81461998FA,N
HAL90270001998FA,HAL.90271998FA,HAL00000001998FA,HAL.00001998FA,1998FA,HAL,HAL,"Harvard, Law",HAL.0000,HAL.0000,HAL,HAL,"Harvard, Law",HAL.9027,HAL.9027,Law & Economics,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAL.90271998FA,N
HAL93350001998FA,HAL.93351998FA,HAL00000001998FA,HAL.00001998FA,1998FA,HAL,HAL,"Harvard, Law",HAL.0000,HAL.0000,HAL,HAL,"Harvard, Law",HAL.9335,HAL.9335,Envirnmnt Enforcmnt&Compliance,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAL.93351998FA,N
HAL98200001998FA,HAL.98201998FA,HAL00000001998FA,HAL.00001998FA,1998FA,HAL,HAL,"Harvard, Law",HAL.0000,HAL.0000,HAL,HAL,"Harvard, Law",HAL.9820,HAL.9820,Property Law: Perspective,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAL.98201998FA,N
HAMC7040001998FA,HAM.C7041998FA,HAM00000001998FA,HAM.00001998FA,1998FA,HAM,HAM,"Harvard, Medical School",HAM.0000,HAM.0000,HAM,HAM,"Harvard, Medical School",HAM.C704,HAM.C704,CB704:Biology of Cancer Cell,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,1,1,,N,,N,,5/8/01 0:00,1,HAM.C7041998FA,N
HAMG7180001998FA,HAM.G7181998FA,HAM00000001998FA,HAM.00001998FA,1998FA,HAM,HAM,"Harvard, Medical School",HAM.0000,HAM.0000,HAM,HAM,"Harvard, Medical School",HAM.G718,HAM.G718,Mol Bio Eukaryotic Cells,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAM.G7181998FA,N
HAMP7140001998FA,HAM.P7141998FA,HAM00000001998FA,HAM.00001998FA,1998FA,HAM,HAM,"Harvard, Medical School",HAM.0000,HAM.0000,HAM,HAM,"Harvard, Medical School",HAM.P714,HAM.P714,Med Hypnosis &Behavior Theory,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAM.P7141998FA,N
HAPE2850001998FA,HAP.E2851998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.E285,HAP.E285,Seminar on Risk Analysis,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAP.E2851998FA,N
HAPH2190001998FA,HAP.H2191998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.H219,HAP.H219,HPM219:Fin Transactns&Analysis,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,1,1,,N,,N,,5/8/01 0:00,1,HAP.H2191998FA,N
HAPH2350001998FA,HAP.H2351998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.H235,HAP.H235,Polcy Issues Mangd Health Care,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,1,1,,N,,N,,5/8/01 0:00,1,HAP.H2351998FA,N
HAPH2410001998FA,HAP.H2411998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.H241,HAP.H241,Health Care in the US,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAP.H2411998FA,N
HAPH2550001998FA,HAP.H2551998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.H255,HAP.H255,Reimbursement Systems,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAP.H2551998FA,N
HAPI2400001998FA,HAP.I2401998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.I240,HAP.I240,ID240c:Princ of Injury Control,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAP.I2401998FA,N
HAPK2060001998FA,HAP.K2061998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.K206,HAP.K206,Matrnl/Chld Hlth Dev Cou,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAP.K2061998FA,N
HAPO2350001998FA,HAP.O2351998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.O235,HAP.O235,Regression/Analysis of Varianc,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAP.O2351998FA,N
HAPP2010001998FA,HAP.P2011998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.P201,HAP.P201,EPI201:Prncpal of Epidemiology,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,1,1,,N,,N,,5/8/01 0:00,1,HAP.P2011998FA,N
HAPP2320001998FA,HAP.P2321998FA,HAP00000001998FA,HAP.00001998FA,1998FA,HAP,HAP,"Harvard, Public Health",HAP.0000,HAP.0000,HAP,HAP,"Harvard, Public Health",HAP.P232,HAP.P232,EPI232:Dist Infectious Disease,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAP.P2321998FA,N
21F401R011998FA,21F.4011998FA,21F401R011998FA,21F.4011998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.401,21F.401,21F,21F,Foreign Languages/Literatures,21F.401,21F.401,German I,R01,N,N,N,Y,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,RF9 (BEGINS SEPT 4),14N-313,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595950327E0440003BACE90BC,5/8/01 0:00,0,21F.4011998FA,N
21F402L011998FA,21F.4021998FA,21F402L011998FA,21F.4021998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.402,21F.402,21F,21F,Foreign Languages/Literatures,21F.402,21F.402,German II,L01,N,Y,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,MT1,14N-225,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595960327E0440003BACE90BC,5/8/01 0:00,0,21F.4021998FA,N
21F4030001998FA,21F.4031998FA,21F4030001998FA,21F.4031998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.403,21F.403,21F,21F,Foreign Languages/Literatures,21F.403,21F.403,German III,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Totten, Monika",900005143,,,,,,N,Not for graduate credit,,,18,18,,N,,N,86CD649595970327E0440003BACE90BC,5/8/01 0:00,18,21F.4031998FA,N
HAA41530001998FA,HAA.41531998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4153,HAA.4153,VES 20ar:Fundamentals Painting,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,2,2,,N,,N,,5/8/01 0:00,2,HAA.41531998FA,N
0SP4430001998FA,SP.4431998FA,21W7660001998FA,21W.7661998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.766,21W.766,SP, SP,Special Programs,SP.443, SP.443,Writing by US Women of Color,0,Y,N,N,N,N,WMN,Women's Studies,"MIT, academic",,,,,J,Joint subject,"21W.766, SP.443",N,Not for graduate credit,,,1,1,11,N,,N,86CD649596210327E0440003BACE90BC,5/8/01 0:00,1,SP.4431998FA,N
0SP488L011998FA,SP.4881998FA,STS083L011998FA,STS.0831998FA,1998FA,STS,STS,"Science, Technology & Society",STS.083,STS.083,SP, SP,Special Programs,SP.488, SP.488,Gender and Science,L01,N,Y,N,N,N,SP,Special Programs,"MIT, academic",,,MW9.30-11, 10-280,M,Meeting Together,"STS.083, SP.488",N,Not for graduate credit,,,,,,N,,N,86CD649596940327E0440003BACE90BC,5/8/01 0:00,0,SP.4881998FA,N
0SP795R011998FA,SP.7951998FA,0SP795R011998FA,SP.7951998FA,1998FA,SP, SP,Special Programs,SP.795, SP.795,SP, SP,Special Programs,SP.795, SP.795,"Toys,Games, Precision Machines",R01,N,N,N,Y,N,EDG,Edgerton Center,"MIT, academic",,,W4,,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495955B0327E0440003BACE90BC,5/8/01 0:00,0,SP.7951998FA,N
21A1000001998FA,21A.1001998FA,21A1000001998FA,21A.1001998FA,1998FA,21A,21A,Anthropology,21A.100,21A.100,21A,21A,Anthropology,21A.100,21A.100,Intro to Anthropology,0,Y,N,N,N,N,21A,Anthropology,"Hum, Arts & Social Sciences","Diskin, M",MDISK21A,,,,,,N,Not for graduate credit,,,83,20,,N,,N,86CD6495956E0327E0440003BACE90BC,5/8/01 0:00,83,21A.1001998FA,N
21A100R031998FA,21A.1001998FA,21A100R031998FA,21A.1001998FA,1998FA,21A,21A,Anthropology,21A.100,21A.100,21A,21A,Anthropology,21A.100,21A.100,Intro to Anthropology,R03,N,N,N,Y,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,R12,  8-119,,,,N,Not for graduate credit,,,,17,,N,,N,86CD6495956E0327E0440003BACE90BC,5/8/01 0:00,17,21A.1001998FA,N
21A109R011998FA,21A.1091998FA,21A109R011998FA,21A.1091998FA,1998FA,21A,21A,Anthropology,21A.109,21A.109,21A,21A,Anthropology,21A.109,21A.109,Understanding Culture,R01,N,N,N,Y,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,T3, 26-210,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495956F0327E0440003BACE90BC,5/8/01 0:00,0,21A.1091998FA,N
21A110L011998FA,21A.1101998FA,21A110L011998FA,21A.1101998FA,1998FA,21A,21A,Anthropology,21A.110,21A.110,21A,21A,Anthropology,21A.110,21A.110,Sem in Anthro Method & Theory,L01,N,Y,N,N,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,T EVE (7-10 PM),20B-136,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595700327E0440003BACE90BC,5/8/01 0:00,0,21A.1101998FA,N
