Subject Key,Subject Offered Summary Key,Master Subject Key,Composite Subject Key,Term Code,Master Course Number,Master Course Number Sort,Master Course Number Desc,Master Subject Id,Master Subject Id Sort,Course Number,Course Number Sort,Course Number Desc,Subject Id,Subject Id Sort,Subject Title,Section Id,Is Master Section,Is Lecture Section,Is Lab Section,Is Recitation Section,Is Design Section,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Meet Time,Meet Place,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Form Type,Form Type Desc,Subject Enrollment Number,Section Enrollment Number,Cluster Enrollment Number,Evaluate This Subject,Is Ose Subject,Is Created By Data Warehouse,Subject Grouping Key,Warehouse Load Date,Num Enrolled Students,Subject Summary Key,Is Repeatable Subject
21A211L011998FA,21A.2111998FA,21A211L011998FA,21A.2111998FA,1998FA,21A,21A,Anthropology,21A.211,21A.211,21A,21A,Anthropology,21A.211,21A.211,"Magic, Witchcraft, Spirit Wrld",L01,N,Y,N,N,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,MW9.30-11,20B-136,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595720327E0440003BACE90BC,5/8/01 0:00,0,21A.2111998FA,N
21A224L011998FA,21A.2241998FA,21F084L011998FA,21F.0841998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.084,21F.084,21A,21A,Anthropology,21A.224,21A.224,Intro to Latin Amer Studies,L01,N,Y,N,N,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,M11-12.30, 56-180,J,Joint subject,"17.541, 21A.224, 21F.084",N,Not for graduate credit,,,,,,N,,N,86CD649595830327E0440003BACE90BC,5/8/01 0:00,0,21A.2241998FA,N
21A896R011998FA,21A.8961998FA,21A896R011998FA,21A.8961998FA,1998FA,21A,21A,Anthropology,21A.896,21A.896,21A,21A,Anthropology,21A.896,21A.896,Special Topics,R01,N,N,N,Y,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,*TO BE ARRANGED,,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595760327E0440003BACE90BC,5/8/01 0:00,0,21A.8961998FA,Y
21ATHT0001998FA,21A.THT1998FA,21ATHT0001998FA,21A.THT1998FA,1998FA,21A,21A,Anthropology,21A.THT,21A.THT,21A,21A,Anthropology,21A.THT,21A.THT,Anthropology Pre-Thesis Tutor,0,Y,N,N,N,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,1,1,,N,,N,86CD649595780327E0440003BACE90BC,5/8/01 0:00,1,21A.THT1998FA,Y
21F0100001998FA,21F.0101998FA,21F0100001998FA,21F.0101998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.010,21F.010,21F,21F,Foreign Languages/Literatures,21F.010,21F.010,Europ & Latin American Fiction,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Resnick, Margery",900016631,,,,,,N,Not for graduate credit,,,9,9,,N,,N,86CD6495957B0327E0440003BACE90BC,5/8/01 0:00,9,21F.0101998FA,N
21F0440001998FA,21F.0441998FA,21F0440001998FA,21F.0441998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.044,21F.044,21F,21F,Foreign Languages/Literatures,21F.044,21F.044,"Chinese Lit:Mod,Tradtn,PostMod",0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,4,4,,N,,N,86CD6495957E0327E0440003BACE90BC,5/8/01 0:00,4,21F.0441998FA,N
21F056L011998FA,21F.0561998FA,21F056L011998FA,21F.0561998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.056,21F.056,21F,21F,Foreign Languages/Literatures,21F.056,21F.056,The German Cinema,L01,N,Y,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,TR EVE (7-8.30 PM),20C-122,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595800327E0440003BACE90BC,5/8/01 0:00,0,21F.0561998FA,N
21H3010001998FA,21H.3011998FA,21H3010001998FA,21H.3011998FA,1998FA,21H,21H,History,21H.301,21H.301,21H,21H,History,21H.301,21H.301,The Ancient World: Greece,0,Y,N,N,N,N,21H,History,"Hum, Arts & Social Sciences","Lendon, Jon",900015883,,,,,,N,Not for graduate credit,,,57,57,,N,,N,86CD649595B00327E0440003BACE90BC,5/8/01 0:00,57,21H.3011998FA,N
21H2310001998FA,21H.2311998FA,0110130001998FA,11.0131998FA,1998FA,11,11,Urban Studies and Planning,11.013,11.013,21H,21H,History,21H.231,21H.231,American Urban History I,0,Y,N,N,N,N,21H,History,"Hum, Arts & Social Sciences","Fogelson, Robert",900016394,,,J,Joint subject,"11.013, 21H.231",N,Not for graduate credit,,,5,5,26,N,,N,86CD649592E00327E0440003BACE90BC,5/8/01 0:00,5,21H.2311998FA,N
21H4330001998FA,21H.4331998FA,21H4330001998FA,21H.4331998FA,1998FA,21H,21H,History,21H.433,21H.433,21H,21H,History,21H.433,21H.433,Age of Reason: Europe,0,Y,N,N,N,N,21H,History,"Hum, Arts & Social Sciences","Mazlish, Bruce",900018907,,,,,,N,Not for graduate credit,,,26,26,,N,,N,86CD649595B40327E0440003BACE90BC,5/8/01 0:00,26,21H.4331998FA,N
21H522L011998FA,21H.5221998FA,21H522L011998FA,21H.5221998FA,1998FA,21H,21H,History,21H.522,21H.522,21H,21H,History,21H.522,21H.522,Age of Samurai: Hist & Film,L01,N,Y,N,N,N,21H,History,"Hum, Arts & Social Sciences",,,T EVE (7-10 PM),  2-105,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595B80327E0440003BACE90BC,5/8/01 0:00,0,21H.5221998FA,N
21H5600001998FA,21H.5601998FA,21H5600001998FA,21H.5601998FA,1998FA,21H,21H,History,21H.560,21H.560,21H,21H,History,21H.560,21H.560,Chinese East Asia,0,Y,N,N,N,N,21H,History,"Hum, Arts & Social Sciences","Perdue, Peter",900016896,,,,,,N,Not for graduate credit,,,7,7,,N,,N,86CD649595BB0327E0440003BACE90BC,5/8/01 0:00,7,21H.5601998FA,N
21H621L011998FA,21H.6211998FA,21H621L011998FA,21H.6211998FA,1998FA,21H,21H,History,21H.621,21H.621,21H,21H,History,21H.621,21H.621,Nationalism in the Middle East,L01,N,Y,N,N,N,21H,History,"Hum, Arts & Social Sciences",,,MW2.30-4, 56-180,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595BD0327E0440003BACE90BC,5/8/01 0:00,0,21H.6211998FA,N
21H906L011998FA,21H.9061998FA,21H906L011998FA,21H.9061998FA,1998FA,21H,21H,History,21H.906,21H.906,21H,21H,History,21H.906,21H.906,Politics and Public Theater,L01,N,Y,N,N,N,21H,History,"Hum, Arts & Social Sciences",,,MW3-4.30, 66-148,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595BF0327E0440003BACE90BC,5/8/01 0:00,0,21H.9061998FA,N
21H967L011998FA,21H.9671998FA,21H967L011998FA,21H.9671998FA,1998FA,21H,21H,History,21H.967,21H.967,21H,21H,History,21H.967,21H.967,Modernity and Capitalism,L01,N,Y,N,N,N,21H,History,"Hum, Arts & Social Sciences",,,TR11-12.30,E51-165,J,Joint subject,"21H.967, STS.115",G,Graduate program,,,,,,N,,N,86CD649595C20327E0440003BACE90BC,5/8/01 0:00,0,21H.9671998FA,N
21HS640001998FA,21H.S641998FA,21HS640001998FA,21H.S641998FA,1998FA,21H,21H,History,21H.S64,21H.S64,21H,21H,History,21H.S64,21H.S64,Conflict & Peace,0,Y,N,N,N,N,21H,History,"Hum, Arts & Social Sciences","Khoury, Philip",900021504,,,,,,N,Not for graduate credit,,,5,5,,N,,N,86CD649595C50327E0440003BACE90BC,5/8/01 0:00,5,21H.S641998FA,N
21L0010001998FA,21L.0011998FA,21L0010001998FA,21L.0011998FA,1998FA,21L,21L,Literature,21L.001,21L.001,21L,21L,Literature,21L.001,21L.001,Foundations of Western Cult I,0,Y,N,N,N,N,21L,Literature,"Hum, Arts & Social Sciences","Kibel, Alvin",900017397,,,,,,N,Not for graduate credit,,,28,28,,N,,N,86CD649595C80327E0440003BACE90BC,5/8/01 0:00,28,21L.0011998FA,N
0029900001998SP,2.9901998SP,0029900001998SP,2.9901998SP,1998SP,2,2,Mechanical Engineering,2.99,2.99,2,2,Mechanical Engineering,2.99,2.99,Adv Top:Fluid &Thermal Science,0,Y,N,N,N,N,2,Mechanical Engineering,Engineering,"Hochgreb, Simone",900019678,,,,,,H,Higher level graduate program,,,8,8,,N,,N,86CD649598A10327E0440003BACE90BC,5/8/01 0:00,8,2.9901998SP,Y
0029940001998SP,2.9941998SP,0029940001998SP,2.9941998SP,1998SP,2,2,Mechanical Engineering,2.994,2.994,2,2,Mechanical Engineering,2.994,2.994,Special Topics in Mech Eng,0,Y,N,N,N,N,2,Mechanical Engineering,Engineering,"Griffith, Peter",900015484,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD649598A30327E0440003BACE90BC,5/8/01 0:00,0,2.9941998SP,Y
0029990001998SP,2.9991998SP,0029990001998SP,2.9991998SP,1998SP,2,2,Mechanical Engineering,2.999,2.999,2,2,Mechanical Engineering,2.999,2.999,Engineer's Degree Thesis Prop,0,Y,N,N,N,N,2,Mechanical Engineering,Engineering,"Sonin, Ain",900004580,,,,,,H,Higher level graduate program,,,2,2,,N,,N,86CD649598A80327E0440003BACE90BC,5/8/01 0:00,2,2.9991998SP,Y
002THU0001998SP,2.THU1998SP,002THU0001998SP,2.THU1998SP,1998SP,2,2,Mechanical Engineering,2.THU,  2.THU,2,2,Mechanical Engineering,2.THU,  2.THU,Undergrad Ind Study or Thesis,0,Y,N,N,N,N,2,Mechanical Engineering,Engineering,"Rowell, Derek",900012933,,,,,,N,Not for graduate credit,,,111,111,,N,,N,86CD649598AB0327E0440003BACE90BC,5/8/01 0:00,111,2.THU1998SP,Y
003010001998SP,3.011998SP,003010001998SP,3.011998SP,1998SP,3,3,Materials Science and Eng,3.01,3.01,3,3,Materials Science and Eng,3.01,3.01,Physical Chemistry: Materials,0,Y,N,N,N,N,3,Materials Science and Eng,Engineering,"Ragone, David",900017992,,,,,,N,Not for graduate credit,,,47,47,,N,,N,86CD649597B30327E0440003BACE90BC,5/8/01 0:00,47,3.011998SP,N
HAA64060001998FA,HAA.64061998FA,HAA00000001998FA,HAA.00001998FA,1998FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.6406,HAA.6406,English Cvr. Fiction Writing,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,HAA.64061998FA,N
HAB14400001998FA,HAB.14401998FA,HAB00000001998FA,HAB.00001998FA,1998FA,HAB,HAB,"Harvard, Business",HAB.0000,HAB.0000,HAB,HAB,"Harvard, Business",HAB.1440,HAB.1440,Financial Risk Management,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAB.14401998FA,N
HAA35980001998SP,HAA.35981998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3598,HAA.3598,Princ Atmosp Chem Measurmnts,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.35981998SP,N
HAA36100001998SP,HAA.36101998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3610,HAA.3610,Phys 295:Quantum Theory Solids,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.36101998SP,N
HAA36200001998SP,HAA.36201998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3620,HAA.3620,Phy 283:Weak Interaction,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.36201998SP,N
HAA36220001998SP,HAA.36221998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3622,HAA.3622,Scand 200a: Intro to Old Norse,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.36221998SP,N
HAA36420001998SP,HAA.36421998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3642,HAA.3642,Gov 1982:Chinese Foreign Plcy,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.36421998SP,N
HAA36870001998SP,HAA.36871998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3687,HAA.3687,FA 140r: Byzantine Art,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.36871998SP,N
HAA36880001998SP,HAA.36881998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3688,HAA.3688,Japanese 104a: Adv Modern Jpn,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.36881998SP,N
HAA37000001998SP,HAA.37001998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3700,HAA.3700,Negotiation&Dispute Resolution,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37001998SP,N
HAA37020001998SP,HAA.37021998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3702,HAA.3702,19th Cent Music: Seminar,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37021998SP,N
HAA37050001998SP,HAA.37051998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3705,HAA.3705,Phil 147: Ontology:Proseminar,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37051998SP,N
HAA37120001998SP,HAA.37121998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3712,HAA.3712,Persian 120b:Interm Persian II,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37121998SP,N
HAA37280001998SP,HAA.37281998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3728,HAA.3728,Philosophy 139:Phenomenology,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37281998SP,N
HAA37330001998SP,HAA.37331998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3733,HAA.3733,Kinetics Condensed Phase Proc,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37331998SP,N
HAA37510001998SP,HAA.37511998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3751,HAA.3751,Thai 102b: Intermediate Thai,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37511998SP,N
HAA37600001998SP,HAA.37601998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3760,HAA.3760,Charlemagne &Carolingian,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37601998SP,N
HAA37620001998SP,HAA.37621998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3762,HAA.3762,Ottoman Social &Cult History,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37621998SP,N
HAA37660001998SP,HAA.37661998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3766,HAA.3766,Econ 2610:Industrial Orgnztn I,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37661998SP,N
HAA37800001998SP,HAA.37801998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3780,HAA.3780,Hist Biological Systmtcs,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37801998SP,N
HAA37810001998SP,HAA.37811998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3781,HAA.3781,Social Psych of Language,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.37811998SP,N
HAA38390001998SP,HAA.38391998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3839,HAA.3839,Soc 255:Social Stratification,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.38391998SP,N
HAA38430001998SP,HAA.38431998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3843,HAA.3843,English 192m: Modernism,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.38431998SP,N
HAA38450001998SP,HAA.38451998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3845,HAA.3845,Feminist Literary Crit,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.38451998SP,N
HAA38560001998SP,HAA.38561998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3856,HAA.3856,Math 204: Random Walks,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.38561998SP,N
HAA38650001998SP,HAA.38651998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3865,HAA.3865,Econ 1470: Privatization,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.38651998SP,N
HAA38940001998SP,HAA.38941998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3894,HAA.3894,VES 122r:Landscape Space,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.38941998SP,N
HAA38950001998SP,HAA.38951998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3895,HAA.3895,Ling 119:Topics Logical Form,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.38951998SP,N
HAA39000001998SP,HAA.39001998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3900,HAA.3900,Adv Conv Chinese,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.39001998SP,N
HAA39150001998SP,HAA.39151998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3915,HAA.3915,LitA C-14:Hero in Greek Cvlztn,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,HAA.39151998SP,N
HAA39500001998SP,HAA.39501998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3950,HAA.3950,Topic Modrn British Hist,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.39501998SP,N
HAA39600001998SP,HAA.39601998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3960,HAA.3960,Medieval Welsh,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.39601998SP,N
HAA39800001998SP,HAA.39801998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.3980,HAA.3980,VES144:Photo as Soc Descriptn,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.39801998SP,N
HAA40040001998SP,HAA.40041998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4004,HAA.4004,EPS 201:Phys Earth's Interior,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.40041998SP,N
HAA40150001998SP,HAA.40151998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4015,HAA.4015,Ital Ax:Reading Italian,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,HAA.40151998SP,N
HAA40400001998SP,HAA.40401998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.4040,HAA.4040,Org in Theory & Practice,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.40401998SP,N
