Fclt Building Hist Key,Fiscal Period,Fclt Building Key,Building Number,Parent Building Number,Parent Building Name,Parent Building Name Long,Building Name Long,Ext Gross Area,Assignable Area,Non Assignable Area,Site,Campus Sector,Access Level Code,Access Level Name,Building Type,Ownership Type,Building Use,Occupancy Class,Building Height,Cost Center Code,Cost Collector Key,Latitude Wgs,Longitude Wgs,Easting X Spcs,Northing Y Spcs,Building Sort,Building Named For,Building Name,Date Built,Date Acquired,Date Occupied,Warehouse Load Date,Num Of Rooms
OC19K-201604,201604,OC19K,OC19K,"","","",BATES LINAC: Vault & Tunnel Gallery,"55,607.34","40,136.19","4,760.49",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19K,-,BATES LINAC: VAULT & TUNNEL GALLERY,"","","",10/31/15 05:15 AM,45
OC19L-201604,201604,OC19L,OC19L,"","","",BATES LINAC: Warehouse #1,"2,644.67","2,299.14",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19L,-,BATES LINAC: WAREHOUSE #1,"","","",10/31/15 05:15 AM,3
OC19M-201604,201604,OC19M,OC19M,"","","",BATES LINAC: Barn,"2,225.34","2,062.22",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19M,-,BATES LINAC: BARN,"","","",10/31/15 05:15 AM,3
OC19N-201604,201604,OC19N,OC19N,"","","",BATES LINAC: Warehouse #3,"8,141.95","7,683.4",143.22,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19N,-,BATES LINAC: WAREHOUSE #3,"","","",10/31/15 05:15 AM,13
OC19Q-201604,201604,OC19Q,OC19Q,"","","",BATES LINAC: Water Tower,241.54,188.14,2.51,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19Q,-,BATES LINAC: WATER TOWER,"","","",10/31/15 05:15 AM,3
OC31A-201604,201604,OC31A,OC31A,"","","",Katahdin Hill 1A,"2,989.21","2,567.45",151.48,LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC31A,-,KATAHDIN HILL 1A,"","","",10/31/15 05:15 AM,7
OC32A-201604,201604,OC32A,OC32A,"","","",Balloon House A,"1,585.32",0,"1,180.83",LINC,OFFCAMPUS,1.00,1,SERVICE,OWNED,OTH,(NULL),"","","","","","","",OC32A,-,BALLOON HOUSE A,"","","",10/31/15 05:15 AM,4
OC32B-201604,201604,OC32B,OC32B,"","","",Balloon House B,132.03,116.25,0,LINC,OFFCAMPUS,1.00,1,SERVICE,OWNED,OTH,(NULL),"","","","","","","",OC32B,-,BALLOON HOUSE B,"","","",10/31/15 05:15 AM,1
OC36A-201604,201604,OC36A,OC36A,"","","",Annex 6 Trailer,960,912.58,0,LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC36A,-,ANNEX 6 TRAILER,"","","",10/31/15 05:15 AM,1
W85DE-201604,201604,W85DE,W85DE,"","","",Westgate DE,"9,320.91","7,417.78",904.31,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,31.10,1348000,1348000,42.35537,-71.10395,"763,216.46723","2,954,776.09567",W85DE,-,WESTGATE (DE),01/01/62 12:00 AM,"",08/01/63 12:00 AM,10/31/15 05:15 AM,0
W85FG-201604,201604,W85FG,W85FG,"","","",Westgate FG,"9,320.91","7,417.78",904.31,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,31.10,1348000,1348000,42.35562,-71.1036,"763,310.04989","2,954,867.0569",W85FG,-,WESTGATE (FG),01/01/62 12:00 AM,"",08/01/63 12:00 AM,10/31/15 05:15 AM,0
NE123A-201604,201604,NE123A,NE123A,"","","",300 Bent Street,"1,812.03",439.51,0,MIT,NORTHEAST,2.00,2,SERVICE,LEASED,OTH,(NULL),0.00,"","",42.36736,-71.08675,922.3372,922.3372,NE123A,-,300 BENT STREET,03/21/14 12:00 AM,"","",10/31/15 05:15 AM,5
W85ABC-201604,201604,W85ABC,W85ABC,"","","",Westgate ABC,"13,983.54","11,133.38","1,362.34",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,30.60,1348000,1348000,42.35498,-71.1039,"763,229.88142","2,954,632.97828",W85ABC,-,WESTGATE (ABC),01/01/62 12:00 AM,"",08/01/63 12:00 AM,10/31/15 05:15 AM,0
W85HJK-201604,201604,W85HJK,W85HJK,"","","",Westgate HJK,"13,995.47","11,150.3","1,358.4",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,31.10,1348000,1348000,42.35545,-71.10315,"763,431.30458","2,954,804.68813",W85HJK,-,WESTGATE (HJK),01/01/62 12:00 AM,"",08/01/63 12:00 AM,10/31/15 05:15 AM,0
W61J-201605,201605,W61J,W61J,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing J),"9,271.12","6,133.88","1,247.18",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61J,-,MACGREGOR HOUSE (J),"","","",12/01/15 05:12 AM,75
W61M-201605,201605,W61M,W61M,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing M),"4,827.23","4,368.53",24.48,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61M,-,MACGREGOR HOUSE (M),"","","",12/01/15 05:12 AM,4
W70A-201605,201605,W70A,W70A,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing A),"24,005.53","13,060.49","8,484.52",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70A,-,NEW HOUSE (A),"","","",12/01/15 05:12 AM,104
W70B-201605,201605,W70B,W70B,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing B),"16,117.42","10,025.36","4,113.36",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70B,-,NEW HOUSE (B),"","","",12/01/15 05:12 AM,91
W70C-201605,201605,W70C,W70C,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing C),"17,991.16","11,582.66","4,275.18",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70C,-,NEW HOUSE (C),"","","",12/01/15 05:12 AM,101
W70D-201605,201605,W70D,W70D,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing D),"16,559.95","10,291.38","4,232.84",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70D,-,NEW HOUSE (D),"","","",12/01/15 05:12 AM,98
W70E-201605,201605,W70E,W70E,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing E),"17,792.83","11,318.81","4,366.68",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70E,-,NEW HOUSE (E),"","","",12/01/15 05:12 AM,104
W70F-201605,201605,W70F,W70F,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing F),"15,420.13","9,087.92","4,310.49",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70F,-,NEW HOUSE (F),"","","",12/01/15 05:12 AM,93
W70G-201605,201605,W70G,W70G,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing G),"3,670.03","1,441.36","1,972.51",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70G,-,NEW HOUSE (G),"","","",12/01/15 05:12 AM,14
