Fclt Building Hist Key,Fiscal Period,Fclt Building Key,Building Number,Parent Building Number,Parent Building Name,Parent Building Name Long,Building Name Long,Ext Gross Area,Assignable Area,Non Assignable Area,Site,Campus Sector,Access Level Code,Access Level Name,Building Type,Ownership Type,Building Use,Occupancy Class,Building Height,Cost Center Code,Cost Collector Key,Latitude Wgs,Longitude Wgs,Easting X Spcs,Northing Y Spcs,Building Sort,Building Named For,Building Name,Date Built,Date Acquired,Date Occupied,Warehouse Load Date,Num Of Rooms
OC36-201509,201509,OC36,OC36,"","","",Annex 6,"6,910.33","4,364.63","1,851.64",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC36,"",ANNEX 6,"","","",04/01/15 05:12 AM,28
OC40-201509,201509,OC40,OC40,"","","",MASS GREEN HIGH PERFORMANCE COMPUTING CENTER,"1,469.02","1,469.03",0,HOLYOKE,OFFCAMPUS,3.00,3,SERVICE,LEASED,AER,(NULL),0.00,"","","","","","",OC40,"",MASS GREEN HIGH PERFORMANCE COMPUTING CENTER,03/21/14 12:00 AM,"",11/01/12 12:00 AM,04/01/15 05:12 AM,4
W51C-201509,201509,W51C,W51C,"","","",405 Memorial Drive - Pi Phi,"17,286.8","10,707.53","3,946.3",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","",42.35619,-71.09724,"765,027.6508","2,955,080.48747",W51C,"",405 MEMORIAL DRIVE,"","","",04/01/15 05:12 AM,85
W53A-201509,201509,W53A,W53A,"","","",J B Carr Indoor Tennis Facility (Office),"1,159.47",694.95,259.08,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,12.40,"","",42.35698,-71.09735,"764,996.70269","2,955,368.71583",W53A,JASPER B. CARR,CARR INDOOR TENNIS FACILITY (OFFICE),10/01/84 12:00 AM,"",05/01/85 12:00 AM,04/01/15 05:12 AM,10
W53B-201509,201509,W53B,W53B,"","","",J B Carr Indoor Tennis Facility (Office),140,121.25,0,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,9.00,"","",42.35697,-71.09695,"765,106.01836","2,955,365.02105",W53B,"",DUPONT TENNIS COURTS (OFFICE),"","","",04/01/15 05:12 AM,2
W53C-201509,201509,W53C,W53C,"","","",Building W53C,180,0,151.33,MIT,WEST,2.00,2,SERVICE,OWNED,OTH,UGU,"","","","","","","",W53C,"",BUILDING W53C,10/01/08 12:00 AM,"","",04/01/15 05:12 AM,1
W53D-201509,201509,W53D,W53D,"","","",J B Carr Indoor Tennis Facility(Svc),142.94,112.5,0,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,"","","","","","","",W53D,"",CARR INDOOR TENNIS FACILITY(SVC),"","","",04/01/15 05:12 AM,1
W57A-201509,201509,W57A,W57A,"","","",Building W57A,117,91.07,0,MIT,WEST,3.00,3,SERVICE,OWNED,OTH,UGA1,0.00,"","","","","","",W57A,"",BUILDING W57A,03/21/14 12:00 AM,"","",04/01/15 05:12 AM,1
W61A-201509,201509,W61A,W61A,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing A),"12,634.2","7,778.22","2,879.06",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61A,"",MACGREGOR HOUSE (A),"","","",04/01/15 05:12 AM,95
W61B-201509,201509,W61B,W61B,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing B),"12,634.2","7,796.56","2,861.81",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61B,"",MACGREGOR HOUSE (B),"","","",04/01/15 05:12 AM,95
W61C-201509,201509,W61C,W61C,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing C),"12,634.2","7,814.56","2,844.4",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61C,"",MACGREGOR HOUSE (C),"","","",04/01/15 05:12 AM,95
W61D-201509,201509,W61D,W61D,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing D),"12,498.73","7,668.85","2,742.54",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61D,"",MACGREGOR HOUSE (D),"","","",04/01/15 05:12 AM,95
W61E-201509,201509,W61E,W61E,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing E),"11,664.6","6,694.73","2,737.87",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61E,"",MACGREGOR HOUSE (E),"","","",04/01/15 05:12 AM,91
W61F-201509,201509,W61F,W61F,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing F),"12,611.59","8,337.02","1,778.93",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61F,"",MACGREGOR HOUSE (F),"","","",04/01/15 05:12 AM,102
W61G-201509,201509,W61G,W61G,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing G),"12,942.63","9,430.07","1,289.78",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61G,"",MACGREGOR HOUSE (G),"","","",04/01/15 05:12 AM,99
W61H-201509,201509,W61H,W61H,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing H),"13,259.73","9,390.22","1,564.62",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61H,"",MACGREGOR HOUSE (H),"","","",04/01/15 05:12 AM,103
W61J-201509,201509,W61J,W61J,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing J),"9,271.12","6,133.88","1,247.18",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61J,"",MACGREGOR HOUSE (J),"","","",04/01/15 05:12 AM,75
W61M-201509,201509,W61M,W61M,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing M),"4,827.23","4,368.53",24.48,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61M,"",MACGREGOR HOUSE (M),"","","",04/01/15 05:12 AM,4
W70A-201509,201509,W70A,W70A,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing A),"24,005.53","13,173.52","8,379.57",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70A,"",NEW HOUSE (A),"","","",04/01/15 05:12 AM,105
W70B-201509,201509,W70B,W70B,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing B),"16,117.42","9,959.18","4,187.49",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70B,"",NEW HOUSE (B),"","","",04/01/15 05:12 AM,95
W70C-201509,201509,W70C,W70C,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing C),"17,991.16","11,584.7","4,274.43",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70C,"",NEW HOUSE (C),"","","",04/01/15 05:12 AM,104
W70D-201509,201509,W70D,W70D,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing D),"16,559.95","10,065.74","4,458.48",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70D,"",NEW HOUSE (D),"","","",04/01/15 05:12 AM,98
W70E-201509,201509,W70E,W70E,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing E),"17,792.83","11,278.04","4,385.7",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70E,"",NEW HOUSE (E),"","","",04/01/15 05:12 AM,106
W70F-201509,201509,W70F,W70F,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing F),"15,420.13","8,893.95","4,498.52",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70F,"",NEW HOUSE (F),"","","",04/01/15 05:12 AM,96
W70G-201509,201509,W70G,W70G,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing G),"3,886.9","1,648.29","1,972.51",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70G,"",NEW HOUSE (G),"","","",04/01/15 05:12 AM,15
W85A-201509,201509,W85A,W85A,W85ABC,WESTGATE (ABC),Westgate ABC,Westgate A Married Student Housing,"4,686.42","3,725.83",453.68,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85A,"",WESTGATE (A),"","","",04/01/15 05:12 AM,11
W85B-201509,201509,W85B,W85B,W85ABC,WESTGATE (ABC),Westgate ABC,Westgate B Married Student Housing,"4,635.79","3,705.6",453.68,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85B,"",WESTGATE (B),"","","",04/01/15 05:12 AM,10
W85C-201509,201509,W85C,W85C,W85ABC,WESTGATE (ABC),Westgate ABC,Westgate C Married Student Housing,"4,661.33","3,701.95",454.98,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85C,"",WESTGATE (C),"","","",04/01/15 05:12 AM,10
W85D-201509,201509,W85D,W85D,W85DE,WESTGATE (DE),Westgate DE,Westgate D Married Student Housing,"4,667.7","3,713.09",454.55,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85D,"",WESTGATE (D),"","","",04/01/15 05:12 AM,10
W85E-201509,201509,W85E,W85E,W85DE,WESTGATE (DE),Westgate DE,Westgate E Married Student Housing,"4,653.21","3,704.69",449.76,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85E,"",WESTGATE (E),"","","",04/01/15 05:12 AM,10
W85F-201509,201509,W85F,W85F,W85FG,WESTGATE (FG),Westgate FG,Westgate F Married Student Housing,"4,667.7","3,713.09",454.55,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85F,"",WESTGATE (F),"","","",04/01/15 05:12 AM,10
W85G-201509,201509,W85G,W85G,W85FG,WESTGATE (FG),Westgate FG,Westgate G Married Student Housing,"4,653.21","3,704.69",449.76,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85G,"",WESTGATE (G),"","","",04/01/15 05:12 AM,10
W85H-201509,201509,W85H,W85H,W85HJK,WESTGATE (HJK),Westgate HJK,Westgate H Married Student Housing,"4,677.62","3,727.52",445.9,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85H,"",WESTGATE (H),"","","",04/01/15 05:12 AM,10
W85J-201509,201509,W85J,W85J,W85HJK,WESTGATE (HJK),Westgate HJK,Westgate J Married Student Housing,"4,630.7","3,701.56",451.91,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85J,"",WESTGATE (J),"","","",04/01/15 05:12 AM,10
W85K-201509,201509,W85K,W85K,W85HJK,WESTGATE (HJK),Westgate HJK,Westgate K Married Student Housing,"4,687.15","3,721.22",460.59,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85K,"",WESTGATE (K),"","","",04/01/15 05:12 AM,10
WW15-201509,201509,WW15,WW15,"","","",Building WW15,"42,145.75","37,499.92","2,824.04",MIT,WESTWEST,2.00,2,SERVICE,OWNED,AER,UGS2,16.00,1846500,1846500,42.35536,-71.10947,"761,724.03371","2,954,764.37927",WW15,"",BUILDING WW15,12/31/69 12:00 AM,"","",04/01/15 05:12 AM,106
WW25-201509,201509,WW25,WW25,"","","",Building WW25,"2,300.01","2,300",0,MIT,WESTWEST,2.00,2,SERVICE,LEASED,OTH,UGS1,"","","",42.35574,-71.10633,"762,572.95558","2,954,905.50793",WW25,"",BUILDING WW25,"","","",04/01/15 05:12 AM,2
NW12A-201509,201509,NW12A,NW12A,"","","",Nuclear Reactor Lab,382.61,311.78,0,MIT,NORTHWEST,0.00,0,ACADEMIC,OWNED,AER,UGB,0.00,"","","","","","",NW12A,"",BUILDING 12A,03/21/14 12:00 AM,"","",04/01/15 05:12 AM,1
NW86P-201509,201509,NW86P,NW86P,"","","",70 Pacific Street Dormitory Garage,"52,869.94","42,666.46","6,075.51",MIT,NORTHWEST,2.00,2,SERVICE,OWNED,GAR,UGS2,"","","","","","","",NW86P,"",70 PACIFIC STREET DORMITORY GARAGE,02/01/01 12:00 AM,"",08/01/02 12:00 AM,04/01/15 05:12 AM,32
OC100-201509,201509,OC100,OC100,"","","",BUILDING OC100,"2,649.3","1,891.48",16.82,DC,OFFCAMPUS,1.00,1,ACADEMIC,LEASED,OTH,(NULL),"","","","","","","",OC100,"",BUILDING OC100,"","",07/01/91 12:00 AM,04/01/15 05:12 AM,11
OC19A-201509,201509,OC19A,OC19A,"","","",Bates LINAC: Administration Bldg,"6,766.98","5,452.11",715.94,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59904,-70.98094,"795,922.70284","3,043,751.42551",OC19A,"",BATES LINAC: ADMINISTRATION BLDG,"","","",04/01/15 05:12 AM,34
OC19B-201509,201509,OC19B,OC19B,"","","",Bates LINAC: Research Bldg,"13,810.89","10,426.98","1,578.19",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59903,-70.98045,"796,055.78876","3,043,749.15224",OC19B,"",BATES LINAC: RESEARCH BLDG,"","","",04/01/15 05:12 AM,45
OC19C-201509,201509,OC19C,OC19C,"","","",BATES LINAC: North Experimental Hall,"6,081.18","5,375.22",11.05,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59839,-70.98029,"796,100.29527","3,043,518.70983",OC19C,"",BATES LINAC: NORTH EXPERIMENTAL HALL,"","","",04/01/15 05:12 AM,4
OC19D-201509,201509,OC19D,OC19D,"","","",BATES LINAC: Warehouse #2,"7,760.09","7,211.92",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59713,-70.97935,"796,355.41193","3,043,057.8885",OC19D,"",BATES LINAC: WAREHOUSE #2,"","","",04/01/15 05:12 AM,3
OC19E-201509,201509,OC19E,OC19E,"","","",BATES LINAC: Ring Service Building,"3,058.54","2,225.79",218.06,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59907,-70.979,"796,445.14395","3,043,766.62289",OC19E,"",BATES LINAC: RING SERVICE BUILDING,"","","",04/01/15 05:12 AM,7
OC19F-201509,201509,OC19F,OC19F,"","","",BATES LINAC: South Experimental Hall,"58,104.54","31,838.33","7,768.58",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59834,-70.9815,"795,775.03719","3,043,495.98697",OC19F,"",BATES LINAC: SOUTH EXPERIMENTAL HALL,"","","",04/01/15 05:12 AM,48
OC19G-201509,201509,OC19G,OC19G,"","","",BATES LINAC: North Hall Exhaust,454.61,372.3,13.64,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59805,-70.98273,"795,443.12177","3,043,391.05789",OC19G,"",BATES LINAC: NORTH HALL EXHAUST,"","","",04/01/15 05:12 AM,2
OC19H-201509,201509,OC19H,OC19H,"","","",BATES LINAC: Engineering,"23,160.22","19,138.64","1,981.35",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19H,"",BATES LINAC: ENGINEERING,"","","",04/01/15 05:12 AM,57
OC19J-201509,201509,OC19J,OC19J,"","","",BATES LINAC: Gas Bottle/Tank Storage,400.94,348.95,0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19J,"",BATES LINAC: GAS BOTTLE/TANK STORAGE,"","","",04/01/15 05:12 AM,2
OC19K-201509,201509,OC19K,OC19K,"","","",BATES LINAC: Vault & Tunnel Gallery,"55,607.34","40,136.19","4,760.49",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19K,"",BATES LINAC: VAULT & TUNNEL GALLERY,"","","",04/01/15 05:12 AM,45
OC19L-201509,201509,OC19L,OC19L,"","","",BATES LINAC: Warehouse #1,"2,644.67","2,299.14",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19L,"",BATES LINAC: WAREHOUSE #1,"","","",04/01/15 05:12 AM,3
OC19M-201509,201509,OC19M,OC19M,"","","",BATES LINAC: Barn,"2,225.34","2,062.22",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19M,"",BATES LINAC: BARN,"","","",04/01/15 05:12 AM,3
OC19N-201509,201509,OC19N,OC19N,"","","",BATES LINAC: Warehouse #3,"8,141.95","7,683.4",143.22,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19N,"",BATES LINAC: WAREHOUSE #3,"","","",04/01/15 05:12 AM,13
OC19Q-201509,201509,OC19Q,OC19Q,"","","",BATES LINAC: Water Tower,241.54,188.14,2.51,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19Q,"",BATES LINAC: WATER TOWER,"","","",04/01/15 05:12 AM,3
OC31A-201509,201509,OC31A,OC31A,"","","",Katahdin Hill 1A,"2,989.21","2,567.45",151.48,LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC31A,"",KATAHDIN HILL 1A,"","","",04/01/15 05:12 AM,7
OC32A-201509,201509,OC32A,OC32A,"","","",Balloon House A,"1,585.32",0,"1,180.83",LINC,OFFCAMPUS,1.00,1,SERVICE,OWNED,OTH,(NULL),"","","","","","","",OC32A,"",BALLOON HOUSE A,"","","",04/01/15 05:12 AM,4
OC32B-201509,201509,OC32B,OC32B,"","","",Balloon House B,132.03,116.25,0,LINC,OFFCAMPUS,1.00,1,SERVICE,OWNED,OTH,(NULL),"","","","","","","",OC32B,"",BALLOON HOUSE B,"","","",04/01/15 05:12 AM,1
OC36A-201509,201509,OC36A,OC36A,"","","",Annex 6 Trailer,960,912.58,0,LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC36A,"",ANNEX 6 TRAILER,"","","",04/01/15 05:12 AM,1
W85DE-201509,201509,W85DE,W85DE,"","","",Westgate DE,"9,320.91","7,417.78",904.31,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,31.10,1348000,1348000,42.35537,-71.10395,"763,216.46723","2,954,776.09567",W85DE,"",WESTGATE (DE),01/01/62 12:00 AM,"",08/01/63 12:00 AM,04/01/15 05:12 AM,0
W85FG-201509,201509,W85FG,W85FG,"","","",Westgate FG,"9,320.91","7,417.78",904.31,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,31.10,1348000,1348000,42.35562,-71.1036,"763,310.04989","2,954,867.0569",W85FG,"",WESTGATE (FG),01/01/62 12:00 AM,"",08/01/63 12:00 AM,04/01/15 05:12 AM,0
E18-201511,201511,E18,E18,"","","",Horace Sayford Ford Building (E18),"112,799.19","68,779.33","34,634.14",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBI2,88.30,1821800,1821800,42.36177,-71.08779,"767,571.81186","2,957,126.29198",E18,HORACE SAYFORD FORD JR.,FORD BUILDING (E18),12/31/20 12:00 AM,05/01/61 12:00 AM,10/01/64 12:00 AM,06/01/15 05:12 AM,379
E19-201511,201511,E19,E19,"","","",Horace Sayford Ford Building (E19),"149,742.43","100,797.04","37,552.68",MIT,EAST,2.00,2,SERVICE,OWNED,AER,UGB,81.00,1821900,1821900,42.36213,-71.08795,"767,528.03043","2,957,258.01826",E19,HORACE SAYFORD FORD JR.,FORD BUILDING (E19),12/31/20 12:00 AM,05/01/61 12:00 AM,10/01/64 12:00 AM,06/01/15 05:12 AM,722
E23-201511,201511,E23,E23,"","","",Health Services,"101,813.25","65,240.31","23,880.36",MIT,EAST,2.00,2,SERVICE,OWNED,AER,UGBI2,71.10,1822300,1822300,42.36102,-71.08663,"767,886.80827","2,956,856.36291",E23,-,HEALTH SERVICES,08/21/79 12:00 AM,"",02/15/82 12:00 AM,06/01/15 05:12 AM,621
E25-201511,201511,E25,E25,"","","",Whitaker College Of Health Sciences & Technology,"156,676.36","90,244.55","47,623.46",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBA3,92.30,1822500,1822500,42.36167,-71.08695,"767,799.8444","2,957,091.59708",E25,UNCAS A. & HELEN F. WHITAKER,WHITAKER COLLEGE,08/21/79 12:00 AM,"",02/15/82 12:00 AM,06/01/15 05:12 AM,561
E33-201511,201511,E33,E33,"","","",Rinaldi Tile,"7,979.62","6,906.99",303.46,MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGS1B,35.00,1823300,1823300,42.36129,-71.08598,"768,061.42548","2,956,954.90552",E33,-,RINALDI TILE,12/31/25 12:00 AM,"","",06/01/15 05:12 AM,32
E34-201511,201511,E34,E34,"","","",Building E34,"27,424.07","15,921.07","8,443.21",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,56.60,1823400,1823400,42.36145,-71.08595,"768,069.70518","2,957,013.06728",E34,-,BUILDING E34,12/31/24 12:00 AM,04/30/82 12:00 AM,03/01/75 12:00 AM,06/01/15 05:12 AM,168
E38-201511,201511,E38,E38,"","","",Suffolk Building,"66,530.75","48,405.66","12,395.89",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,82.70,1823800,1823800,42.36215,-71.08588,"768,088.49022","2,957,268.40191",E38,-,SUFFOLK BUILDING,12/31/20 12:00 AM,11/04/74 12:00 AM,09/01/68 12:00 AM,06/01/15 05:12 AM,375
E39-201511,201511,E39,E39,"","","",290 Main Street,"27,661.19","22,245.34","1,390.09",MIT,EAST,2.00,2,ACADEMIC,LEASED,AER,UGBM,42.30,1823900,1823900,42.3621,-71.08548,"768,196.98498","2,957,251.03856",E39,-,290 MAIN STREET,"",11/01/67 12:00 AM,11/17/86 12:00 AM,06/01/15 05:12 AM,172
E40-201511,201511,E40,E40,"","","",The Muckley Building,"106,714.57","71,238.61","24,569.11",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,64.50,1824000,1824000,42.36116,-71.08485,"768,367.39925","2,956,910.10656",E40,DWIGHT S. MUCKLEY,MUCKLEY BUILDING,05/01/30 12:00 AM,06/01/68 12:00 AM,12/31/69 12:00 AM,06/01/15 05:12 AM,452
E48-201511,201511,E48,E48,"","","",Building E48,"44,321.76","37,171.29",708.42,MIT,EAST,2.00,2,SERVICE,LEASED,AER,UGB,113.90,"","",42.36207,-71.08473,"768,398.03607","2,957,239.17856",E48,-,BUILDING E48,"",09/15/61 12:00 AM,08/01/89 12:00 AM,06/01/15 05:12 AM,243
E51-201511,201511,E51,E51,"","","",Jack C Tang Center For Management Education,"107,990.76","52,259.02","42,972.01",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGA3,60.00,1825100,1825100,42.36055,-71.08449,"768,465.93793","2,956,688.65507",E51,-,TANG CENTER,12/31/44 12:00 AM,12/31/45 12:00 AM,12/31/80 12:00 AM,06/01/15 05:12 AM,317
E52-201511,201511,E52,E52,"","","",Alfred P Sloan Building,"143,950.12","86,926.62","40,977.5",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBA3,97.40,1825200,1825200,42.36074,-71.08368,"768,686.08396","2,956,755.95137",E52,ALFRED P. SLOAN JR.,SLOAN BUILDING,12/31/38 12:00 AM,01/01/51 12:00 AM,05/01/52 12:00 AM,06/01/15 05:12 AM,534
E53-201511,201511,E53,E53,"","","",Grover M Hermann Building,"95,445.1","63,414.1","25,153.08",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGA3,72.20,1825300,1825300,42.36119,-71.08359,"768,708.09015","2,956,920.87263",E53,GROVER MARTIN HERMANN,HERMANN BUILDING,01/01/64 12:00 AM,"",10/01/65 12:00 AM,06/01/15 05:12 AM,289
E55-201511,201511,E55,E55,"","","",Eastgate Married Student Housing,"172,358.83","120,283.18","29,645.23",MIT,EAST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,272.80,1348200,1348200,42.36174,-71.08391,"768,621.58021","2,957,120.12302",E55,-,EASTGATE,11/01/65 12:00 AM,"",08/01/67 12:00 AM,06/01/15 05:12 AM,438
E60-201511,201511,E60,E60,"","","",Arthur D Little Building,"30,130.11","12,536.82","13,088.45",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,"","","",42.36118,-71.08218,"769,090.96655","2,956,918.78355",E60,ARTHUR D. LITTLE,ARTHUR D LITTLE BUILDING,12/31/17 12:00 AM,07/01/97 12:00 AM,03/01/94 12:00 AM,06/01/15 05:12 AM,133
E62-201511,201511,E62,E62,"","","",Building E62,"405,033.97","274,524.21","95,299.98",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBA3,"",1823000,1823000,42.36135,-71.08265,"768,961.13218","2,956,980.16168",E62,-,BUILDING E62,"","","",06/01/15 05:12 AM,649
E70-201511,201511,E70,E70,"","","",Badger Building,"36,794.62","26,289.14",0,MIT,EAST,2.00,2,SERVICE,LEASED,OTH,UGB,226.70,1827000,1827000,42.36275,-71.08346,"768,740.19956","2,957,489.92339",E70,-,BADGER BUILDING,"","",10/01/95 12:00 AM,06/01/15 05:12 AM,141
E90-201511,201511,E90,E90,"","","",Building E90,"14,245.56","12,562.76",152.18,MIT,EAST,3.00,3,ACADEMIC,LEASED,AER,UGB,0.00,"","","","","","",E90,-,BUILDING E90,03/21/14 12:00 AM,"","",06/01/15 05:12 AM,79
E94-201511,201511,E94,E94,"","","",245 FIRST STREET,"15,506.61","14,099.82",205.19,MIT,"",3.00,3,ACADEMIC,LEASED,AER,UGB,0.00,"","","","","","",E94,-,245 FIRST STREET,05/04/15 12:00 AM,"","",06/01/15 05:12 AM,104
N10-201511,201511,N10,N10,"","","",High Voltage Research Laboratory,"10,041.46","8,107.66",632.03,MIT,NORTH,1.00,1,ACADEMIC,OWNED,AER,UGB,33.00,1851000,1851000,42.36086,-71.09545,"765,503.66082","2,956,787.05655",N10,-,HIGH VOLTAGE RESEARCH LAB,07/01/64 12:00 AM,"",02/01/65 12:00 AM,06/01/15 05:12 AM,52
N16-201511,201511,N16,N16,"","","",Cooling Tower & Oil Reserve,"31,334.45",0,"25,029.45",MIT,NORTH,0.00,0,SERVICE,OWNED,OTH,UGU,59.00,"","",42.36127,-71.09407,"765,877.28985","2,956,935.81263",N16,-,COOLING TOWER & OIL RESERVE,09/20/71 12:00 AM,"",12/31/72 12:00 AM,06/01/15 05:12 AM,26
N51-201511,201511,N51,N51,"","","",Building N51,"44,980.93","32,641.41","8,419.29",MIT,NORTH,2.00,2,ACADEMIC,OWNED,AER,UGBA3,50.90,1855100,1855100,42.36228,-71.09763,"764,912.91509","2,957,302.16119",N51,-,BUILDING N51,12/31/24 12:00 AM,04/16/82 12:00 AM,01/01/64 12:00 AM,06/01/15 05:12 AM,127
